id,playerName,position,age,games,gamesStarted,minutesPg,fieldGoals,fieldAttempts,fieldPercent,threeFg,threeAttempts,threePercent,twoFg,twoAttempts,twoPercent,effectFgPercent,ft,ftAttempts,ftPercent,offensiveRb,defensiveRb,totalRb,assists,steals,blocks,turnovers,personalFouls,points,team,season,playerId
18133,Dyson Daniels,PG,20,61,16,1358,139,311,0.447,42,135,0.311,97,176,0.551,0.514,34,53,0.642,62,174,236,164,85,25,59,101,354,NOP,2024,daniedy01
18134,Anthony Davis,C,30,76,76,2700,713,1283,0.556,29,107,0.271,684,1176,0.582,0.567,421,516,0.816,239,722,961,266,91,178,159,177,1876,LAL,2024,davisan02
18135,Johnny Davis,SG,21,50,6,613,62,154,0.403,14,40,0.35,48,114,0.421,0.448,14,24,0.583,18,54,72,32,18,10,13,57,152,WAS,2024,davisjo06
18136,JD Davison,SG,21,8,0,39,5,12,0.417,3,7,0.429,2,5,0.4,0.542,3,4,0.75,2,8,10,10,1,1,2,4,16,BOS,2024,davisjd01
18137,Dexter Dennis,SG,24,4,0,30,10,19,0.526,1,8,0.125,9,11,0.818,0.553,1,3,0.333,1,8,9,4,0,1,3,1,22,DAL,2024,dennide01
18138,DeMar DeRozan,SF,34,79,79,2989,650,1355,0.48,75,225,0.333,575,1130,0.509,0.507,522,612,0.853,43,297,340,421,90,45,135,161,1897,CHI,2024,derozde01
18139,Moussa Diabaté,C,22,11,0,64,10,19,0.526,0,0,,10,19,0.526,0.526,9,14,0.643,15,9,24,4,5,1,2,4,29,LAC,2024,diabamo01
18140,Mamadi Diakite,PF,27,6,0,24,4,6,0.667,0,1,0,4,5,0.8,0.667,4,6,0.667,1,3,4,2,1,1,1,2,12,TOT,2024,diakima01
18141,Mamadi Diakite,PF,27,3,0,16,4,5,0.8,0,0,,4,5,0.8,0.8,4,6,0.667,1,2,3,2,0,1,0,1,12,SAS,2024,diakima01
18142,Mamadi Diakite,PF,27,3,0,8,0,1,0,0,1,0,0,0,,0,0,0,,0,1,1,0,1,0,1,1,0,NYK,2024,diakima01
18143,Hamidou Diallo,SG,25,2,0,5,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,2,0,2,1,2,0,1,1,2,WAS,2024,diallha01
18144,Gradey Dick,SG,20,60,17,1268,189,445,0.425,88,241,0.365,101,204,0.495,0.524,44,51,0.863,27,105,132,68,34,2,50,87,510,TOR,2024,dickgr01
18145,Ousmane Dieng,PF,20,33,0,365,49,116,0.422,21,70,0.3,28,46,0.609,0.513,14,16,0.875,10,41,51,37,8,5,19,22,133,OKC,2024,diengou01
18146,Spencer Dinwiddie,PG,30,76,52,2152,251,640,0.392,124,368,0.337,127,272,0.467,0.489,169,210,0.805,30,175,205,356,51,22,91,138,795,TOT,2024,dinwisp01
18147,Spencer Dinwiddie,PG,30,48,48,1474,195,499,0.391,89,278,0.32,106,221,0.48,0.48,125,160,0.781,26,132,158,288,38,9,62,86,604,BRK,2024,dinwisp01
18148,Spencer Dinwiddie,PG,30,28,4,678,56,141,0.397,35,90,0.389,21,51,0.412,0.521,44,50,0.88,4,43,47,68,13,13,29,52,191,LAL,2024,dinwisp01
18149,Donte DiVincenzo,SG,27,81,63,2360,445,1004,0.443,283,705,0.401,162,299,0.542,0.584,86,114,0.754,63,234,297,216,107,36,113,166,1259,NYK,2024,divindo01
18150,Luka Dončić,PG,24,70,70,2624,804,1652,0.487,284,744,0.382,520,908,0.573,0.573,478,608,0.786,59,588,647,686,99,38,282,149,2370,DAL,2024,doncilu01
18151,Luguentz Dort,SF,24,79,79,2246,288,657,0.438,156,396,0.394,132,261,0.506,0.557,128,155,0.826,74,210,284,113,72,47,74,228,860,OKC,2024,dortlu01
18152,Ayo Dosunmu,SG,24,76,37,2212,360,719,0.501,119,295,0.403,241,424,0.568,0.583,85,105,0.81,54,162,216,242,68,36,103,166,924,CHI,2024,dosunay01
18153,Jeff Dowtin,PG,26,12,0,142,20,36,0.556,9,19,0.474,11,17,0.647,0.681,3,4,0.75,3,17,20,27,7,1,5,1,52,PHI,2024,dowtije01
18154,Henri Drell,SF,23,4,0,30,4,10,0.4,2,6,0.333,2,4,0.5,0.5,1,2,0.5,1,3,4,4,2,1,2,6,11,CHI,2024,drellhe01
18155,Andre Drummond,C,30,79,10,1351,267,480,0.556,0,3,0,267,477,0.56,0.556,129,218,0.592,265,443,708,37,73,48,81,140,663,CHI,2024,drumman01
18156,Chris Duarte,SF,26,59,11,719,80,210,0.381,44,127,0.346,36,83,0.434,0.486,26,33,0.788,26,80,106,44,28,8,26,80,230,SAC,2024,duartch01
18157,David Duke Jr.,SG,24,4,0,51,10,18,0.556,3,6,0.5,7,12,0.583,0.639,3,3,1,2,8,10,5,2,0,3,4,26,SAS,2024,dukeda01
18158,Kris Dunn,PG,29,66,32,1249,147,313,0.47,41,111,0.369,106,202,0.525,0.535,22,32,0.688,50,139,189,254,68,28,79,135,357,UTA,2024,dunnkr01
18159,Kevin Durant,PF,35,75,75,2791,751,1436,0.523,168,407,0.413,583,1029,0.567,0.581,362,423,0.856,41,454,495,378,69,91,244,133,2032,PHO,2024,duranke01
18160,Jalen Duren,C,20,61,60,1777,349,564,0.619,0,4,0,349,560,0.623,0.619,143,181,0.79,192,517,709,147,33,47,129,192,841,DET,2024,durenja01
18161,Tari Eason,PF,22,22,0,480,88,189,0.466,18,50,0.36,70,139,0.504,0.513,21,33,0.636,46,107,153,27,31,19,20,51,215,HOU,2024,easonta01
18162,Anthony Edwards,SG,22,79,78,2770,718,1558,0.461,190,532,0.357,528,1026,0.515,0.522,423,506,0.836,52,378,430,405,101,42,241,141,2049,MIN,2024,edwaran01
18163,Kessler Edwards,SF,23,54,0,275,34,82,0.415,20,52,0.385,14,30,0.467,0.537,5,9,0.556,9,33,42,15,10,4,4,26,93,SAC,2024,edwarke02
18164,Keon Ellis,SG,24,57,21,978,107,232,0.461,70,168,0.417,37,64,0.578,0.612,26,35,0.743,32,92,124,85,51,29,37,112,310,SAC,2024,elliske01
18165,Joel Embiid,C,29,39,39,1309,450,851,0.529,54,139,0.388,396,712,0.556,0.561,399,452,0.883,95,335,430,219,46,66,150,112,1353,PHI,2024,embiijo01
18166,Drew Eubanks,C,26,75,6,1169,152,253,0.601,3,3,1,149,250,0.596,0.607,72,93,0.774,103,219,322,63,27,61,61,115,379,PHO,2024,eubandr01
18167,Tosan Evbuomwan,SF,22,17,8,367,36,71,0.507,12,32,0.375,24,39,0.615,0.592,17,25,0.68,18,42,60,16,6,5,9,23,101,TOT,2024,evbuoto01
18168,Tosan Evbuomwan,SF,22,4,0,74,4,15,0.267,2,8,0.25,2,7,0.286,0.333,0,0,,8,6,14,6,0,1,1,5,10,MEM,2024,evbuoto01
18169,Tosan Evbuomwan,SF,22,13,8,293,32,56,0.571,10,24,0.417,22,32,0.688,0.661,17,25,0.68,10,36,46,10,6,4,8,18,91,DET,2024,evbuoto01
18170,Dante Exum,PG,28,55,17,1088,161,302,0.533,53,108,0.491,108,194,0.557,0.621,53,68,0.779,25,124,149,157,22,5,49,85,428,DAL,2024,exumda01
18171,Bruno Fernando,C,25,45,2,682,109,187,0.583,0,4,0,109,183,0.596,0.583,64,96,0.667,59,134,193,46,25,28,44,107,282,ATL,2024,fernabr01
18172,Dorian Finney-Smith,PF,30,68,56,1934,215,511,0.421,117,336,0.348,98,175,0.56,0.535,33,46,0.717,109,208,317,107,56,38,59,150,580,BRK,2024,finnedo01
18173,Adam Flagler,SG,24,2,0,14,1,7,0.143,1,6,0.167,0,1,0,0.214,0,0,,0,0,0,4,0,0,0,0,3,OKC,2024,flaglad01
18174,Malachi Flynn,PG,25,69,0,876,136,325,0.418,56,169,0.331,80,156,0.513,0.505,52,71,0.732,21,93,114,130,38,8,63,66,380,TOT,2024,flynnma01
18175,Malachi Flynn,PG,25,31,0,474,56,137,0.409,28,80,0.35,28,57,0.491,0.511,17,22,0.773,13,52,65,73,18,6,33,42,157,TOR,2024,flynnma01
18176,Malachi Flynn,PG,25,14,0,60,9,23,0.391,4,13,0.308,5,10,0.5,0.478,9,11,0.818,0,6,6,6,1,0,3,3,31,NYK,2024,flynnma01
18177,Malachi Flynn,PG,25,24,0,342,71,165,0.43,24,76,0.316,47,89,0.528,0.503,26,38,0.684,8,35,43,51,19,2,27,21,192,DET,2024,flynnma01
18178,Simone Fontecchio,SF,28,66,43,1644,252,548,0.46,134,334,0.401,118,214,0.551,0.582,54,66,0.818,64,182,246,101,44,23,68,110,692,TOT,2024,fontesi01
18179,Simone Fontecchio,SF,28,50,34,1160,161,358,0.45,91,233,0.391,70,125,0.56,0.577,32,40,0.8,52,124,176,73,30,18,51,81,445,UTA,2024,fontesi01
18180,Simone Fontecchio,SF,28,16,9,484,91,190,0.479,43,101,0.426,48,89,0.539,0.592,22,26,0.846,12,58,70,28,14,5,17,29,247,DET,2024,fontesi01
18181,Jordan Ford,PG,25,6,0,22,4,7,0.571,2,3,0.667,2,4,0.5,0.714,2,2,1,0,2,2,2,0,0,1,0,12,SAC,2024,fordjo01
18182,Trent Forrest,SG,25,38,0,414,34,90,0.378,2,10,0.2,32,80,0.4,0.389,13,17,0.765,11,40,51,92,11,3,20,25,83,ATL,2024,forretr01
18183,Evan Fournier,SG,31,32,0,580,79,221,0.357,33,130,0.254,46,91,0.505,0.432,29,36,0.806,5,53,58,48,29,7,21,48,220,TOT,2024,fournev01
18184,Evan Fournier,SG,31,3,0,39,4,20,0.2,2,15,0.133,2,5,0.4,0.25,2,2,1,0,4,4,3,4,0,1,4,12,NYK,2024,fournev01
18185,Evan Fournier,SG,31,29,0,541,75,201,0.373,31,115,0.27,44,86,0.512,0.45,27,34,0.794,5,49,54,45,25,7,20,44,208,DET,2024,fournev01
18186,De'Aaron Fox,PG,26,74,74,2659,720,1549,0.465,214,580,0.369,506,969,0.522,0.534,312,423,0.738,67,273,340,418,150,31,194,193,1966,SAC,2024,foxde01
18187,Javon Freeman-Liberty,PG,24,22,6,403,55,124,0.444,10,42,0.238,45,82,0.549,0.484,33,36,0.917,16,54,70,40,10,4,25,28,153,TOR,2024,freemja01
18188,Alex Fudge,SF,20,6,0,40,6,15,0.4,1,5,0.2,5,10,0.5,0.433,2,2,1,4,1,5,0,3,0,2,2,15,TOT,2024,fudgeal01
18189,Alex Fudge,SF,20,4,0,14,1,6,0.167,0,2,0,1,4,0.25,0.167,2,2,1,2,0,2,0,0,0,1,1,4,LAL,2024,fudgeal01
18190,Alex Fudge,SF,20,2,0,26,5,9,0.556,1,3,0.333,4,6,0.667,0.611,0,0,,2,1,3,0,3,0,1,1,11,DAL,2024,fudgeal01
18191,Markelle Fultz,PG,25,43,18,910,154,326,0.472,4,18,0.222,150,308,0.487,0.479,23,33,0.697,56,82,138,120,42,15,50,65,335,ORL,2024,fultzma01
18192,Andrew Funk,SG,24,5,0,13,0,4,0,0,3,0,0,1,0,0,0,0,,0,0,0,0,1,1,0,0,0,CHI,2024,funkan01
18193,Wenyen Gabriel,PF,26,5,0,81,8,22,0.364,1,6,0.167,7,16,0.438,0.386,0,5,0,7,18,25,3,2,2,8,10,17,MEM,2024,gabriwe01
18194,Daniel Gafford,C-PF,25,74,66,1815,348,480,0.725,0,0,,348,480,0.725,0.725,118,175,0.674,195,367,562,115,65,153,74,227,814,TOT,2024,gaffoda01
18195,Daniel Gafford,C,25,45,45,1192,203,294,0.69,0,0,,203,294,0.69,0.69,84,119,0.706,131,230,361,69,44,97,46,147,490,WAS,2024,gaffoda01
18196,Daniel Gafford,PF,25,29,21,623,145,186,0.78,0,0,,145,186,0.78,0.78,34,56,0.607,64,137,201,46,21,56,28,80,324,DAL,2024,gaffoda01
18197,Danilo Gallinari,PF-SF,35,49,0,630,83,190,0.437,30,93,0.323,53,97,0.546,0.516,84,98,0.857,20,88,108,55,14,6,23,50,280,TOT,2024,gallida01
18198,Danilo Gallinari,PF,35,26,0,385,57,131,0.435,20,64,0.313,37,67,0.552,0.511,47,56,0.839,12,64,76,31,6,3,12,26,181,WAS,2024,gallida01
